SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,POPESTIMATE2024
040,06,000,00000,00000,00000,0,A,California,California,39555674,39521958,39142565,39142414,39198693,39431263
162,06,000,00296,00000,00000,0,A,Adelanto city,California,38035,38110,38216,37367,38171,37941
162,06,000,00394,00000,00000,0,A,Agoura Hills city,California,20296,20230,19800,19606,19518,19429
162,06,000,00562,00000,00000,0,A,Alameda city,California,78285,78117,76603,75894,76791,78795
162,06,000,00674,00000,00000,0,A,Albany city,California,20270,20226,18920,19234,19243,19439
162,06,000,00884,00000,00000,0,A,Alhambra city,California,82863,82650,81226,80538,80244,80279
162,06,000,00947,00000,00000,0,A,Aliso Viejo city,California,52173,52076,51517,51005,50572,50457
162,06,000,01444,00000,00000,0,A,Alturas city,California,2708,2700,2704,2693,2673,2652
162,06,000,01514,00000,00000,0,A,Amador City city,California,198,198,202,205,205,205
162,06,000,01640,00000,00000,0,A,American Canyon city,California,21839,21798,21809,21638,21564,21742
162,06,000,02000,00000,00000,0,A,Anaheim city,California,346810,346665,344803,343626,342883,344561
162,06,000,02042,00000,00000,0,A,Anderson city,California,11326,11325,11339,11237,11194,11171
162,06,000,02112,00000,00000,0,A,Angels city,California,3660,3665,3734,3754,3746,3728
162,06,000,02252,00000,00000,0,A,Antioch city,California,115304,115382,115489,116098,117179,118453
162,06,000,02364,00000,00000,0,A,Apple Valley town,California,75784,75858,75805,75422,75133,75029
162,06,000,02462,00000,00000,0,A,Arcadia city,California,56673,56513,55468,54921,54559,54472
162,06,000,02476,00000,00000,0,A,Arcata city,California,18849,18837,17756,18644,19029,18748
162,06,000,02868,00000,00000,0,A,Arroyo Grande city,California,18433,18436,18487,18384,18271,18249
162,06,000,02896,00000,00000,0,A,Artesia city,California,16395,16340,16002,15781,15684,15662
162,06,000,02924,00000,00000,0,A,Arvin city,California,19504,19513,19532,19462,19494,19661
162,06,000,03064,00000,00000,0,A,Atascadero city,California,29777,29746,29754,29692,29692,29743
162,06,000,03092,00000,00000,0,A,Atherton town,California,7185,7173,6967,6879,6911,7022
162,06,000,03162,00000,00000,0,A,Atwater city,California,31975,31939,32159,32282,32205,32248
162,06,000,03204,00000,00000,0,A,Auburn city,California,13790,13794,13826,13751,13703,13780
162,06,000,03274,00000,00000,0,A,Avalon city,California,3455,3443,3368,3320,3288,3267
162,06,000,03302,00000,00000,0,A,Avenal city,California,13694,13458,12826,13519,14094,14108
162,06,000,03386,00000,00000,0,A,Azusa city,California,50349,50204,49249,48746,48566,48383
162,06,000,03526,00000,00000,0,A,Bakersfield city,California,404368,405220,409542,412996,414626,417468
162,06,000,03666,00000,00000,0,A,Baldwin Park city,California,72191,71965,70483,69680,69303,69247
162,06,000,03820,00000,00000,0,A,Banning city,California,29515,29820,30781,31221,31599,31929
162,06,000,04030,00000,00000,0,A,Barstow city,California,25409,25411,25254,25075,24939,24897
162,06,000,04758,00000,00000,0,A,Beaumont city,California,53055,53311,54452,56052,58006,59502
162,06,000,04870,00000,00000,0,A,Bell city,California,33561,33449,32713,32286,32041,31930
162,06,000,04982,00000,00000,0,A,Bellflower city,California,79213,78970,77287,76268,75760,75716
162,06,000,04996,00000,00000,0,A,Bell Gardens city,California,39513,39383,38550,38008,37688,37565
162,06,000,05108,00000,00000,0,A,Belmont city,California,28335,28265,27346,26965,26927,27132
162,06,000,05164,00000,00000,0,A,Belvedere city,California,2131,2126,2117,2086,2068,2080
162,06,000,05290,00000,00000,0,A,Benicia city,California,27135,27107,26918,26668,26504,26477
162,06,000,06000,00000,00000,0,A,Berkeley city,California,124320,124219,115555,119429,120320,121749
162,06,000,06308,00000,00000,0,A,Beverly Hills city,California,32699,32580,31886,31453,31173,31027
162,06,000,06434,00000,00000,0,A,Big Bear Lake city,California,5038,5042,5049,5031,5021,5044
162,06,000,06560,00000,00000,0,A,Biggs city,California,1968,1953,1927,1910,1918,1941
162,06,000,06798,00000,00000,0,A,Bishop city,California,3824,3825,3812,3775,3745,3746
162,06,000,07162,00000,00000,0,A,Blue Lake city,California,1214,1211,1207,1193,1175,1159
162,06,000,07218,00000,00000,0,A,Blythe city,California,18306,17793,17102,16975,17852,17320
162,06,000,07946,00000,00000,0,A,Bradbury city,California,925,922,901,895,891,883
162,06,000,08058,00000,00000,0,A,Brawley city,California,26521,26510,26679,27262,27818,28188
162,06,000,08100,00000,00000,0,A,Brea city,California,47300,47242,46870,47408,47908,47844
162,06,000,08142,00000,00000,0,A,Brentwood city,California,64291,64454,64833,65020,65452,66286
162,06,000,08310,00000,00000,0,A,Brisbane city,California,4853,4841,4676,4618,4622,4667
162,06,000,08758,00000,00000,0,A,Buellton city,California,5162,5162,5123,5068,5032,5023
162,06,000,08786,00000,00000,0,A,Buena Park city,California,84024,83870,83023,82606,82394,82611
162,06,000,08954,00000,00000,0,A,Burbank city,California,107334,107012,104888,103839,103448,103533
162,06,000,09066,00000,00000,0,A,Burlingame city,California,31385,31279,30209,29976,30277,30885
162,06,000,09598,00000,00000,0,A,Calabasas city,California,23236,23243,22918,22591,22373,22256
162,06,000,09710,00000,00000,0,A,Calexico city,California,38616,38582,38550,38475,38563,38744
162,06,000,09780,00000,00000,0,A,California City city,California,14971,15076,15042,14988,13746,13174
162,06,000,09864,00000,00000,0,A,Calimesa city,California,10019,10215,10881,11121,11146,11150
162,06,000,09878,00000,00000,0,A,Calipatria city,California,6662,6858,6655,6355,6379,6522
162,06,000,09892,00000,00000,0,A,Calistoga city,California,5228,5222,5177,5099,5057,5022
162,06,000,10046,00000,00000,0,A,Camarillo city,California,70731,70721,70551,70029,69775,69881
162,06,000,10345,00000,00000,0,A,Campbell city,California,43957,43787,42628,42236,42347,42895
162,06,000,10928,00000,00000,0,A,Canyon Lake city,California,11080,11084,11141,11121,11127,11161
162,06,000,11040,00000,00000,0,A,Capitola city,California,9930,9910,9825,9699,9587,9503
162,06,000,11194,00000,00000,0,A,Carlsbad city,California,114733,114930,114968,114586,113920,113575
162,06,000,11250,00000,00000,0,A,Carmel-by-the-Sea city,California,3215,3210,3187,3151,3128,3124
162,06,000,11446,00000,00000,0,A,Carpinteria city,California,13261,13242,13134,13013,12915,12876
162,06,000,11530,00000,00000,0,A,Carson city,California,95557,95422,93271,92448,91775,91358
162,06,000,12048,00000,00000,0,A,Cathedral City city,California,51501,51629,52280,52407,52438,52517
162,06,000,12524,00000,00000,0,A,Ceres city,California,49715,49694,49508,49166,49092,49253
162,06,000,12552,00000,00000,0,A,Cerritos city,California,49566,49394,48320,47593,47111,46851
162,06,000,13014,00000,00000,0,A,Chico city,California,103830,103289,100615,102061,102146,102911
162,06,000,13210,00000,00000,0,A,Chino city,California,91390,91046,91644,93403,93154,94010
162,06,000,13214,00000,00000,0,A,Chino Hills city,California,78429,78457,78384,77876,77477,77418
162,06,000,13294,00000,00000,0,A,Chowchilla city,California,19169,18935,18901,18757,19332,19191
162,06,000,13392,00000,00000,0,A,Chula Vista city,California,275494,275808,275745,275516,276181,278546
162,06,000,13588,00000,00000,0,A,Citrus Heights city,California,87578,87548,87232,86725,86595,86909
162,06,000,13756,00000,00000,0,A,Claremont city,California,37494,37427,36891,36335,36125,36139
162,06,000,13882,00000,00000,0,A,Clayton city,California,11073,11061,10983,10881,10853,10933
162,06,000,13945,00000,00000,0,A,Clearlake city,California,16687,16695,16773,16592,16574,16636
162,06,000,14190,00000,00000,0,A,Cloverdale city,California,9012,9018,8973,8878,8820,8784
162,06,000,14218,00000,00000,0,A,Clovis city,California,120165,120785,123327,125062,126314,127993
162,06,000,14260,00000,00000,0,A,Coachella city,California,41938,42007,42481,42939,43907,45165
162,06,000,14274,00000,00000,0,A,Coalinga city,California,17662,17680,17076,17088,17465,16722
162,06,000,14498,00000,00000,0,A,Colfax city,California,1987,1991,2029,2052,2050,2058
162,06,000,14736,00000,00000,0,A,Colma town,California,1502,1497,1445,1425,1420,1428
162,06,000,14890,00000,00000,0,A,Colton city,California,53889,53974,54083,53787,53528,53528
162,06,000,14946,00000,00000,0,A,Colusa city,California,6401,6416,6451,6479,6566,6589
162,06,000,14974,00000,00000,0,A,Commerce city,California,12363,12320,12051,11871,11818,11882
162,06,000,15044,00000,00000,0,A,Compton city,California,95728,95406,93351,92139,91486,91129
162,06,000,16000,00000,00000,0,A,Concord city,California,125410,125284,124353,123440,123189,124016
162,06,000,16224,00000,00000,0,A,Corcoran city,California,22361,22707,22631,22324,22143,22627
162,06,000,16322,00000,00000,0,A,Corning city,California,8246,8219,8166,8134,8117,8131
162,06,000,16350,00000,00000,0,A,Corona city,California,157043,157349,159146,159776,160491,161540
162,06,000,16378,00000,00000,0,A,Coronado city,California,20199,20180,19257,18912,18657,18031
162,06,000,16462,00000,00000,0,A,Corte Madera town,California,10225,10206,10160,10044,9976,10006
162,06,000,16532,00000,00000,0,A,Costa Mesa city,California,112187,112050,111043,110111,109302,109131
162,06,000,16560,00000,00000,0,A,Cotati city,California,7597,7592,7538,7462,7429,7403
162,06,000,16742,00000,00000,0,A,Covina city,California,51270,51168,50196,49469,49177,49245
162,06,000,17022,00000,00000,0,A,Crescent City city,California,6675,6531,6179,5692,5608,6209
162,06,000,17498,00000,00000,0,A,Cudahy city,California,22807,22722,22239,21980,21815,21694
162,06,000,17568,00000,00000,0,A,Culver City city,California,40820,40720,39990,39607,39542,39883
162,06,000,17610,00000,00000,0,A,Cupertino city,California,60229,59978,58369,57855,57985,58710
162,06,000,17750,00000,00000,0,A,Cypress city,California,50148,50053,49603,49329,49134,49286
162,06,000,17918,00000,00000,0,A,Daly City city,California,105049,104945,101893,100785,100761,101418
162,06,000,17946,00000,00000,0,A,Dana Point city,California,33108,33067,32829,32757,32644,32585
162,06,000,17988,00000,00000,0,A,Danville town,California,43575,43563,43519,43366,43231,43410
162,06,000,18100,00000,00000,0,A,Davis city,California,66861,66903,67142,67024,66687,67125
162,06,000,18394,00000,00000,0,A,Delano city,California,51424,49893,50841,52124,52319,53198
162,06,000,18506,00000,00000,0,A,Del Mar city,California,3950,3945,3913,3893,3889,3902
162,06,000,18688,00000,00000,0,A,Del Rey Oaks city,California,1584,1582,1574,1563,1553,1553
162,06,000,18996,00000,00000,0,A,Desert Hot Springs city,California,32532,32554,32879,33156,33521,33917
162,06,000,19192,00000,00000,0,A,Diamond Bar city,California,55190,55010,53839,53035,52530,52292
162,06,000,19318,00000,00000,0,A,Dinuba city,California,24615,24796,25329,25628,25799,25833
162,06,000,19402,00000,00000,0,A,Dixon city,California,19308,19352,19463,19531,19801,20296
162,06,000,19584,00000,00000,0,A,Dorris city,California,858,856,858,845,828,817
162,06,000,19612,00000,00000,0,A,Dos Palos city,California,5803,5789,5789,5775,5754,5759
162,06,000,19766,00000,00000,0,A,Downey city,California,114351,113966,111568,110244,109553,109368
162,06,000,19990,00000,00000,0,A,Duarte city,California,21724,21668,21186,21753,22799,23493
162,06,000,20018,00000,00000,0,A,Dublin city,California,72526,72281,70802,70187,70123,70544
162,06,000,20242,00000,00000,0,A,Dunsmuir city,California,1706,1703,1705,1678,1641,1618
162,06,000,20956,00000,00000,0,A,East Palo Alto city,California,30035,29944,28911,28529,28687,29296
162,06,000,21230,00000,00000,0,A,Eastvale city,California,69751,70039,70941,70783,70691,70751
162,06,000,21712,00000,00000,0,A,El Cajon city,California,106193,106087,105095,104184,103522,103291
162,06,000,21782,00000,00000,0,A,El Centro city,California,44536,44441,44275,44148,44160,44230
162,06,000,21796,00000,00000,0,A,El Cerrito city,California,25957,25944,25907,25798,25911,26409
162,06,000,22020,00000,00000,0,A,Elk Grove city,California,176138,176579,177966,178468,179843,182797
162,06,000,22230,00000,00000,0,A,El Monte city,California,109457,109119,106783,105392,104688,104639
162,06,000,22300,00000,00000,0,A,El Paso de Robles (Paso Robles) city,California,31497,31489,31540,31355,31329,31568
162,06,000,22412,00000,00000,0,A,El Segundo city,California,17269,17217,16871,16663,16562,16544
162,06,000,22594,00000,00000,0,A,Emeryville city,California,12904,12921,12747,12695,13133,13912
162,06,000,22678,00000,00000,0,A,Encinitas city,California,62001,61999,61684,61393,61154,61137
162,06,000,22790,00000,00000,0,A,Escalon city,California,7472,7471,7464,7428,7429,7453
162,06,000,22804,00000,00000,0,A,Escondido city,California,151100,151045,150214,149411,148862,148847
162,06,000,22972,00000,00000,0,A,Etna city,California,675,674,675,664,651,643
162,06,000,23042,00000,00000,0,A,Eureka city,California,26539,26471,26338,26072,25735,25412
162,06,000,23126,00000,00000,0,A,Exeter city,California,10326,10323,10314,10267,10224,10186
162,06,000,23168,00000,00000,0,A,Fairfax town,California,7605,7593,7571,7494,7449,7476
162,06,000,23182,00000,00000,0,A,Fairfield city,California,119927,119890,119995,120205,121125,122646
162,06,000,23616,00000,00000,0,A,Farmersville city,California,10407,10396,10361,10302,10352,10501
162,06,000,23910,00000,00000,0,A,Ferndale city,California,1402,1399,1399,1396,1383,1361
162,06,000,24092,00000,00000,0,A,Fillmore city,California,16426,16503,16583,16709,17033,17216
162,06,000,24134,00000,00000,0,A,Firebaugh city,California,8124,8137,8325,8515,8505,8424
162,06,000,24638,00000,00000,0,A,Folsom city,California,80463,80863,81741,83468,85413,88091
162,06,000,24680,00000,00000,0,A,Fontana city,California,208407,209186,212476,214577,216100,218455
162,06,000,25058,00000,00000,0,A,Fort Bragg city,California,6986,6975,7034,6995,6996,7117
162,06,000,25128,00000,00000,0,A,Fort Jones city,California,702,701,702,691,677,669
162,06,000,25296,00000,00000,0,A,Fortuna city,California,12516,12495,12465,12389,12245,12114
162,06,000,25338,00000,00000,0,A,Foster City city,California,33809,33737,32742,32453,32442,32657
